ACCESSION: NGA03444
RECORD_TITLE: 3-Hydroxyspirost-9(11)-en-12-one, 3-Ac ; LC-ESI-QQQ; MS2; Frag=135.0V CID@25.0 ; [M+H]+
DATE: 2018.04.04
AUTHORS: Nogawa T, Okano A, CSRS, RIKEN
LICENSE: BY-CC
COMMENT: Origin: Plant
COMMENT: SubCategory_DNP: The sterols, Cholestanes
CH$NAME: 3-Hydroxyspirost-9(11)-en-12-one, 3-Ac 
CH$COMPOUND_CLASS: Steroids
CH$FORMULA: C29H42O5
CH$EXACT_MASS: 470.65509000000003
CH$SMILES: CC(=O)OC1CC[C@]2(C)C3=CC(=O)[C@@]4(C)C(CC5O[C@]6(CCC(C)CO6)[C@@H](C)C54)C3CC[C@H]2C1
CH$IUPAC: InChI=1S/C29H42O5/c1-16-8-11-29(32-15-16)17(2)26-24(34-29)13-23-21-7-6-19-12-20(33-18(3)30)9-10-27(19,4)22(21)14-25(31)28(23,26)5/h14,16-17,19-21,23-24,26H,6-13,15H2,1-5H3/t16?,17-,19-,20?,21?,23?,24?,26?,27-,28+,29+/m0/s1
AC$INSTRUMENT: Agilent 6410 Triple Quadrupole LC/MS system
AC$INSTRUMENT_TYPE: LC-ESI-QQQ
AC$MASS_SPECTROMETRY: MS_TYPE MS2
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
MS$FOCUSED_ION: PRECURSOR_TYPE [M+H]+
PK$SPLASH: splash10-0zfr-1952100000-2e4346babafae2acd776
PK$NUM_PEAK: 825
PK$PEAK: m/z int. rel.int.
  56.5 1.38 1
  56.6 3.24 3
  56.7 5.82 5
  56.8 7.68 7
  56.9 7.65 7
  57.0 5.96 5
  57.1 3.77 3
  68.4 2.96 2
  68.5 3.76 3
  68.6 5.59 5
  68.7 9.07 9
  68.8 14.21 14
  68.9 20.19 20
  69.0 26.09 26
  69.1 30.93 30
  69.2 32.53 32
  69.3 28.25 28
  69.4 18.46 18
  69.5 7.8 7
  69.6 1.26 1
  80.8 2.2 2
  80.9 3.71 3
  81.0 5.49 5
  81.1 7.09 7
  81.2 7.62 7
  81.3 6.34 6
  81.4 3.69 3
  84.6 1.27 1
  84.7 3.19 3
  84.8 5.5 5
  84.9 6.86 6
  85.0 7.53 7
  85.1 8.51 8
  85.2 9.08 9
  85.3 7.44 7
  85.4 3.92 3
  92.6 1.86 1
  92.7 3.4 3
  92.8 5.59 5
  92.9 6.83 6
  93.0 6.09 6
  93.1 4.05 4
  94.5 1.4 1
  94.6 3.5 3
  94.7 6.78 6
  94.8 11.16 11
  94.9 16.27 16
  95.0 20.82 20
  95.1 22.7 22
  95.2 20.19 20
  95.3 13.76 13
  95.4 6.32 6
  95.5 1.23 1
  96.6 0.98 0
  96.7 3.86 3
  96.8 8.47 8
  96.9 12.32 12
  97.0 13.23 13
  97.1 11.14 11
  97.2 7.74 7
  97.3 4.69 4
  97.4 2.65 2
  98.9 2.59 2
  99.0 3.92 3
  99.1 5.1 5
  99.2 5.62 5
  99.3 5.14 5
  99.4 3.71 3
