ACCESSION: PR010184
RECORD_TITLE: 2-Coumaric acid; GC-EI-TOF; MS; 2 TMS; BP:73
DATE: 2016.01.19 (Created 2006.12.21, modified 2011.05.06)
AUTHORS: Kusano M, Fukushima A, Plant Science Center, RIKEN.
LICENSE: CC BY-SA
CH$NAME: o-Coumaric acid
CH$NAME: trans-2-Hydroxycinnamate
CH$NAME: trans-2-Hydroxycinnamic acid
CH$NAME: 2-Coumaric acid
CH$COMPOUND_CLASS: Natural Product
CH$FORMULA: C9H8O3
CH$EXACT_MASS: 164.04734
CH$SMILES: OC(=O)C=Cc(c1)c(O)ccc1
CH$IUPAC: InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+
CH$LINK: CAS 614-60-8
CH$LINK: CHEBI 18125
CH$LINK: KEGG C01772
CH$LINK: NIKKAJI J55.415D
CH$LINK: PUBCHEM 4905
CH$LINK: INCHIKEY PMOWTIHVNWZYFI-AATRIKPKSA-N
CH$LINK: COMPTOX DTXSID10883240
AC$INSTRUMENT: Pegasus III TOF-MS system, Leco; GC 6890, Agilent Technologies
AC$INSTRUMENT_TYPE: GC-EI-TOF
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$CHROMATOGRAPHY: RETENTION_INDEX 1808.2
AC$CHROMATOGRAPHY: RETENTION_TIME 477.22 sec
MS$FOCUSED_ION: BASE_PEAK 73
MS$FOCUSED_ION: DERIVATIVE_FORM C15H24O3Si2
MS$FOCUSED_ION: DERIVATIVE_MASS 308.1264
MS$FOCUSED_ION: DERIVATIVE_TYPE 2 TMS
MS$DATA_PROCESSING: WHOLE ChromaTOF ver. 2.32 (Leco)
PK$SPLASH: splash10-00dj-9710000000-8fb7bb39d916f7402980
PK$NUM_PEAK: 131
PK$PEAK: m/z int. rel.int.
  60 8 8
  61 20 20
  62 9 9
  63 29 29
  64 8 8
  65 13 13
  66 19 19
  67 6 6
  69 2 2
  70 6 6
  71 6 6
  72 23 23
  73 999 999
  74 105 105
  75 122 122
  76 20 20
  77 40 40
  78 7 7
  79 16 16
  80 2 2
  81 2 2
  82 1 1
  83 8 8
  84 2 2
  85 10 10
  86 2 2
  87 8 8
  88 4 4
  89 50 50
  90 32 32
  91 46 46
  92 6 6
  93 3 3
  94 1 1
  95 2 2
  96 1 1
  97 3 3
  98 1 1
  99 2 2
  100 1 1
  101 17 17
  102 16 16
  103 18 18
  104 4 4
  105 14 14
  106 2 2
  107 2 2
  109 1 1
  110 2 2
  111 1 1
  113 2 2
  114 2 2
  115 43 43
  116 10 10
  117 12 12
  118 59 59
  119 11 11
  120 2 2
  121 6 6
  123 1 1
  127 1 1
  128 2 2
  129 3 3
  130 2 2
  131 17 17
  132 3 3
  133 30 30
  134 5 5
  135 53 53
  136 7 7
  137 4 4
  139 4 4
  142 1 1
  143 2 2
  144 8 8
  145 14 14
  146 22 22
  147 570 570
  148 99 99
  149 58 58
  150 7 7
  151 7 7
  152 1 1
  159 9 9
  160 3 3
  161 115 115
  162 18 18
  163 10 10
  164 2 2
  165 1 1
  166 1 1
  173 1 1
  174 1 1
  175 25 25
  176 5 5
  177 11 11
  178 2 2
  179 7 7
  180 1 1
  181 3 3
  189 1 1
  190 38 38
  191 8 8
  192 7 7
  193 2 2
  195 1 1
  203 2 2
  205 5 5
  206 1 1
  209 8 8
  210 1 1
  217 2 2
  218 1 1
  219 46 46
  220 12 12
  221 3 3
  235 3 3
  249 2 2
  251 3 3
  265 3 3
  266 1 1
  292 2 2
  293 83 83
  294 24 24
  295 9 9
  296 1 1
  307 3 3
  308 52 52
  309 15 15
  310 5 5
  311 1 1
//
