ACCESSION: JP004134
RECORD_TITLE: N-DODECYL-5-METHYL-2-PYRROLIDONE; EI-B; MS
DATE: 2016.01.19 (Created 2008.10.21, modified 2011.05.06)
AUTHORS: MASS SPECTROSCOPY SOC. OF JAPAN (MSSJ)
LICENSE: CC BY-NC-SA
CH$NAME: N-DODECYL-5-METHYL-2-PYRROLIDONE
CH$COMPOUND_CLASS: N/A
CH$FORMULA: C17H33NO
CH$EXACT_MASS: 267.25621
CH$SMILES: CCCCCCCCCCCCN(C(C)1)C(=O)CC1
CH$IUPAC: InChI=1S/C17H33NO/c1-3-4-5-6-7-8-9-10-11-12-15-18-16(2)13-14-17(18)19/h16H,3-15H2,1-2H3
CH$LINK: INCHIKEY WFUJIEKVPAOBIK-UHFFFAOYSA-N
AC$INSTRUMENT: HITACHI RMU-6E
AC$INSTRUMENT_TYPE: EI-B
AC$MASS_SPECTROMETRY: MS_TYPE MS
AC$MASS_SPECTROMETRY: ION_MODE POSITIVE
AC$MASS_SPECTROMETRY: IONIZATION_ENERGY 70 eV
MS$FOCUSED_ION: ION_TYPE [M]+*
PK$SPLASH: splash10-03di-7910000000-b1f12fb084349a131c46
PK$NUM_PEAK: 97
PK$PEAK: m/z int. rel.int.
  27 6.8 68
  28 9.2 92
  29 16 160
  30 6.74 67
  31 1.4 14
  39 5.2 52
  40 1.2 12
  41 3.18 32
  42 7.8 78
  43 11.4 114
  45 5 50
  53 0.24 2
  54 2.4 24
  55 30.4 304
  56 20.4 204
  57 1.14 11
  58 1.4 14
  59 1.6 16
  67 4.2 42
  68 0.2 2
  69 9 90
  70 5.6 56
  71 2.8 28
  72 0.24 2
  73 0.8 8
  79 0.4 4
  80 0.4 4
  81 0.1 1
  82 3.4 34
  83 13 130
  84 18 180
  85 0.6 6
  86 4.6 46
  87 0.6 6
  94 1 10
  95 0.04 0
  96 1.4 14
  97 1.8 18
  98 16 160
  99 0.22 2
  100 10.4 104
  101 0.6 6
  110 1 10
  111 0.16 2
  112 99.99 999
  113 71 710
  114 6.2 62
  115 0.04 0
  124 0.6 6
  125 0.4 4
  126 15 150
  127 0.8 8
  128 1.2 12
  137 0.2 2
  138 1.2 12
  139 0.04 0
  140 18 180
  141 5.2 52
  142 1.2 12
  152 0.04 0
  153 0.2 2
  154 8.4 84
  155 2.4 24
  156 0.1 1
  166 0.4 4
  167 0.3 3
  168 10 100
  169 0.26 3
  170 0.4 4
  180 0.4 4
  182 6 60
  183 0.14 1
  184 1 10
  185 1.6 16
  186 0.6 6
  196 0.64 6
  197 1.2 12
  198 0.8 8
  199 0.2 2
  210 0.46 5
  211 1.2 12
  212 0.8 8
  213 0.4 4
  224 0.36 4
  225 1.2 12
  226 0.2 2
  238 3.6 36
  239 0.06 1
  250 1.2 12
  251 0.2 2
  252 17.8 178
  253 0.34 3
  254 0.2 2
  266 2 20
  267 26 260
  268 0.6 6
  269 0.8 8
//
